Date,Open,High,Low,Close,Volume
23-12-2014,17971.50977,18069.2207,17970.16016,18024.16992,82890000
24-12-2014,18035.73047,18086.24023,18027.7793,18030.21094,42870000
26-12-2014,18038.30078,18103.44922,18038.30078,18053.71094,52570000
29-12-2014,18046.58008,18073.03906,18021.57031,18038.23047,53870000
30-12-2014,18035.01953,18035.01953,17959.69922,17983.07031,47490000
31-12-2014,17987.66016,18043.2207,17820.88086,17823.07031,82840000
02-01-2015,17823.07031,17951.7793,17731.30078,17832.99023,76270000
05-01-2015,17821.30078,17821.30078,17475.92969,17501.65039,116160000
06-01-2015,17504.17969,17581.05078,17262.36914,17371.64063,101870000
07-01-2015,17374.7793,17597.08008,17374.7793,17584.51953,91030000
08-01-2015,17591.9707,17916.03906,17591.9707,17907.86914,114890000
09-01-2015,17911.01953,17915.32031,17686.08984,17737.36914,93390000
12-01-2015,17742.05078,17793.88086,17571.58008,17640.83984,92500000
13-01-2015,17645.01953,17923.00977,17498.23047,17613.67969,99360000
14-01-2015,17609.06055,17609.06055,17264.90039,17427.08984,109180000
15-01-2015,17436.30078,17517.41016,17298.03906,17320.71094,94520000
16-01-2015,17320,17528.36914,17243.55078,17511.57031,140480000
20-01-2015,17516.96094,17588.69922,17346.73047,17515.23047,119600000
21-01-2015,17509.96094,17599.58008,17396.03906,17554.2793,95530000
22-01-2015,17557.28906,17840.89063,17482.53906,17813.98047,111980000
23-01-2015,17812.5,17812.5,17667.5293,17672.59961,97110000
26-01-2015,17668.10938,17696.35938,17567.59961,17678.69922,87220000
27-01-2015,17638.5293,17638.5293,17288.31055,17387.21094,135940000
28-01-2015,17402.91016,17484.41016,17189,17191.36914,115980000
29-01-2015,17195.28906,17433.13086,17136.30078,17416.84961,111690000
30-01-2015,17416.84961,17419.90039,17156.82031,17164.94922,168560000
02-02-2015,17169.99023,17367.67969,17037.75977,17361.03906,108090000
03-02-2015,17369.9707,17670.75977,17369.9707,17666.40039,112860000
04-02-2015,17664.99023,17782.2207,17603.21094,17673.01953,102560000
05-02-2015,17677.25977,17889.58008,17677.25977,17884.88086,79890000
06-02-2015,17881.53906,17951.08984,17764.40039,17824.28906,93610000
09-02-2015,17821.49023,17821.49023,17685.32031,17729.21094,81590000
10-02-2015,17736.15039,17890.33984,17729.24023,17868.75977,89930000
11-02-2015,17867.85938,17897.21094,17759.65039,17862.14063,89890000
12-02-2015,17862.14063,17975.65039,17862.14063,17972.38086,117160000
13-02-2015,17968.65039,18037.41016,17961.75977,18019.34961,85230000
17-02-2015,18019.80078,18052.00977,17951.41016,18047.58008,98760000
18-02-2015,18045.7207,18048.69922,17982.19922,18029.84961,75090000
19-02-2015,18028.66992,18028.66992,17924.59961,17985.76953,79130000
20-02-2015,17985.76953,18144.28906,17878.36914,18140.43945,111390000
23-02-2015,18140.75977,18141.21094,18054.83984,18116.83984,83670000
24-02-2015,18112.57031,18231.08984,18098.73047,18209.18945,79310000
25-02-2015,18208.66992,18244.38086,18182.75977,18224.57031,80480000
26-02-2015,18224.41016,18239.42969,18157.07031,18214.41992,81500000
27-02-2015,18213.25977,18213.25977,18132.38086,18132.69922,101110000
02-03-2015,18134.05078,18288.63086,18122.58984,18288.63086,89790000
03-03-2015,18281.94922,18281.94922,18136.88086,18203.36914,83830000
04-03-2015,18203.36914,18203.36914,18029.5,18096.90039,80900000
05-03-2015,18096.90039,18160.34961,18087.65039,18135.7207,75840000
06-03-2015,18135.7207,18135.7207,17825.15039,17856.7793,113350000
09-03-2015,17856.56055,18031.03906,17856.56055,17995.7207,85820000
10-03-2015,17989.56055,17989.56055,17662.93945,17662.93945,120450000
11-03-2015,17662.93945,17731.7793,17627,17635.39063,102120000
12-03-2015,17626.83984,17900.09961,17620.49023,17895.2207,111550000
13-03-2015,17889.05078,17889.05078,17629.89063,17749.31055,113620000
16-03-2015,17751.24023,17988.5,17751.24023,17977.41992,101760000
17-03-2015,17972.2207,17972.2207,17785.78906,17849.08008,82560000
18-03-2015,17846.80078,18097.11914,17697.51953,18076.18945,130950000
19-03-2015,18072.58008,18072.99023,17934.24023,17959.0293,107820000
20-03-2015,17961.13086,18197.28906,17961.13086,18127.65039,333870000
23-03-2015,18136.73047,18205.92969,18116.03906,18116.03906,98030000
24-03-2015,18110.86914,18149.24023,18010.43945,18011.14063,87190000
25-03-2015,18012.60938,18041.9707,17718.53906,17718.53906,106560000
26-03-2015,17716.26953,17759.50977,17579.26953,17678.23047,117740000
27-03-2015,17673.63086,17729.14063,17630.49023,17712.66016,103220000
30-03-2015,17727.48047,18008.64063,17727.48047,17976.31055,104040000
31-03-2015,17965.36914,17965.36914,17773.01953,17776.11914,119470000
01-04-2015,17778.51953,17778.51953,17585.00977,17698.17969,103360000
02-04-2015,17699.51953,17815.0293,17673.49023,17763.24023,87370000
06-04-2015,17755.5,17941.78906,17646.80078,17880.84961,100850000
07-04-2015,17884.32031,17983.11914,17871.21094,17875.41992,72150000
08-04-2015,17877.61914,17976.19922,17822.23047,17902.50977,76820000
09-04-2015,17902.50977,17984.2207,17823.09961,17958.73047,86740000
10-04-2015,17956.73047,18066.75977,17945.55078,18057.65039,116410000
13-04-2015,18052.32031,18107.57031,17974.81055,17977.03906,120090000
14-04-2015,17979.10938,18075.59961,17905.48047,18036.69922,82830000
15-04-2015,18045.71094,18160.51953,18045.71094,18112.60938,113610000
16-04-2015,18106.26953,18169.25977,18063.85938,18105.76953,89520000
17-04-2015,18102.56055,18102.56055,17748.5293,17826.30078,138860000
20-04-2015,17841.17969,18092.2207,17841.17969,18034.92969,103160000
21-04-2015,18034.23047,18109.69922,17929.63086,17949.58984,95180000
22-04-2015,17950.82031,18056.01953,17887.75977,18038.26953,91260000
23-04-2015,18031.90039,18133.0293,17966.76953,18058.68945,100240000
24-04-2015,18056.41992,18108.86914,18009.08008,18080.14063,119130000
27-04-2015,18097.89063,18175.56055,18024.66016,18037.9707,121110000
28-04-2015,18035.90039,18119.65039,17917.35938,18110.14063,124930000
29-04-2015,18093.68945,18096.46094,17953.68945,18035.5293,102080000
30-04-2015,18033.33008,18033.33008,17774.89063,17840.51953,129180000
01-05-2015,17859.26953,18028.89063,17859.26953,18024.06055,91700000
04-05-2015,18026.01953,18133.75977,18026.01953,18070.40039,86010000
05-05-2015,18062.5293,18086.00977,17905.71094,17928.19922,95340000
06-05-2015,17934.81055,18019.75,17733.11914,17841.98047,100430000
07-05-2015,17840.25,17973.07031,17796.93945,17924.06055,80920000
08-05-2015,17933.64063,18205.23047,17933.64063,18191.10938,94960000
11-05-2015,18187.7793,18199.94922,18089.10938,18105.16992,86050000
12-05-2015,18096.16016,18119.17969,17924.80078,18068.23047,89270000
13-05-2015,18070.36914,18132.78906,18039.19922,18060.49023,85180000
14-05-2015,18062.49023,18255.21094,18062.49023,18252.24023,91580000
15-05-2015,18251.9707,18272.7207,18215.07031,18272.56055,108220000
18-05-2015,18267.25,18325.53906,18244.25977,18298.88086,79080000
19-05-2015,18300.48047,18351.35938,18261.34961,18312.39063,87200000
20-05-2015,18315.06055,18350.13086,18272.56055,18285.40039,80190000
21-05-2015,18285.86914,18314.89063,18249.90039,18285.74023,84270000
22-05-2015,18286.86914,18286.86914,18217.14063,18232.01953,78890000
26-05-2015,18229.75,18229.75,17990.01953,18041.53906,109440000
27-05-2015,18045.08008,18190.34961,18045.08008,18162.99023,96400000
28-05-2015,18154.14063,18154.14063,18066.40039,18126.11914,67510000
29-05-2015,18128.11914,18128.11914,17967.74023,18010.67969,139810000
01-06-2015,18017.82031,18105.83008,17982.06055,18040.36914,85640000
02-06-2015,18033.33008,18091.86914,17925.33008,18011.93945,77550000
03-06-2015,18018.41992,18168.08984,18010.41992,18076.26953,73120000
04-06-2015,18072.4707,18087.15039,17876.94922,17905.58008,93470000
05-06-2015,17905.38086,17940.7793,17822.90039,17849.46094,89140000
08-06-2015,17849.46094,17852.34961,17760.60938,17766.55078,86300000
09-06-2015,17766.94922,17817.83008,17714.9707,17764.03906,90550000
10-06-2015,17765.38086,18045.14063,17765.38086,18000.40039,96980000
11-06-2015,18001.26953,18109.76953,18001.26953,18039.36914,89490000
12-06-2015,18035.83008,18035.83008,17857.07031,17898.83984,83760000
15-06-2015,17890.75977,17890.75977,17698.41992,17791.16992,91920000
16-06-2015,17787.42969,17919.61914,17774.11914,17904.48047,77510000
17-06-2015,17909.58008,17998,17839.65039,17935.74023,92410000
18-06-2015,17944.60938,18174.73047,17944.60938,18115.83984,94460000
19-06-2015,18116.24023,18117.71094,18010.58008,18015.94922,258300000
22-06-2015,18027.63086,18181.66992,18027.63086,18119.7793,77780000
23-06-2015,18121.7793,18188.81055,18108.09961,18144.07031,75970000
24-06-2015,18139.09961,18139.09961,17966.07031,17966.07031,104980000
25-06-2015,17977.10938,18036.09961,17890.35938,17890.35938,78990000
26-06-2015,17892.0293,18013.15039,17892.0293,17946.67969,158120000
29-06-2015,17936.74023,17936.74023,17590.55078,17596.34961,116340000
30-06-2015,17599.96094,17714.66016,17576.5,17619.50977,126460000
01-07-2015,17638.11914,17801.83008,17638.11914,17757.91016,87010000
02-07-2015,17763.32031,17825.49023,17687.51953,17730.10938,83080000
06-07-2015,17728.08008,17734.35938,17564.35938,17683.58008,90130000
07-07-2015,17684.91992,17793.44922,17465.67969,17776.91016,105840000
08-07-2015,17759.00977,17759.00977,17496.2207,17515.41992,69830000
09-07-2015,17530.38086,17764.84961,17530.38086,17548.61914,100520000
10-07-2015,17561.11914,17797.49023,17561.11914,17760.41016,85800000
13-07-2015,17787.26953,17987.57031,17787.26953,17977.67969,86380000
14-07-2015,17974.60938,18072.82031,17956.16992,18053.58008,76740000
15-07-2015,18053.38086,18090.39063,18010.15039,18050.16992,80460000
16-07-2015,18078.16016,18131.60938,18065.33008,18120.25,85030000
17-07-2015,18117.58008,18121.11914,18032.06055,18086.44922,106510000
20-07-2015,18085.91016,18137.11914,18064.5,18100.41016,75060000
21-07-2015,18096.66992,18096.66992,17868.33984,17919.28906,100170000
22-07-2015,17918.34961,17919.34961,17807.41016,17851.03906,112370000
23-07-2015,17853.7793,17860.94922,17705.0293,17731.91992,88600000
24-07-2015,17731.05078,17756.53906,17553.73047,17568.5293,103470000
27-07-2015,17561.7793,17561.7793,17399.16992,17440.58984,117860000
28-07-2015,17449.81055,17650.07031,17449.81055,17630.26953,103450000
29-07-2015,17631.40039,17776.7793,17629.19922,17751.39063,93140000
30-07-2015,17743.24023,17761.25,17640.84961,17745.98047,76650000
31-07-2015,17755.86914,17783.58984,17671.58984,17689.85938,106120000
03-08-2015,17696.74023,17704.75977,17496.60938,17598.19922,87880000
04-08-2015,17596.92969,17635.7793,17505.5,17550.68945,99060000
05-08-2015,17555.24023,17661.36914,17492.90039,17540.4707,102450000
06-08-2015,17542.60938,17572.03906,17362.85938,17419.75,96170000
07-08-2015,17414.93945,17414.93945,17279.08008,17373.38086,81800000
10-08-2015,17375.17969,17629.13086,17375.17969,17615.16992,92430000
11-08-2015,17593.58984,17593.58984,17352.63086,17402.83984,103010000
12-08-2015,17382.92969,17423.90039,17125.81055,17402.50977,120400000
13-08-2015,17401.64063,17481.7793,17341.33984,17408.25,88550000
14-08-2015,17410.11914,17492.90039,17394.06055,17477.40039,82120000
17-08-2015,17472.66016,17551.40039,17341.7207,17545.17969,73380000
18-08-2015,17537.30078,17568.40039,17486.41992,17511.33984,79900000
19-08-2015,17508.74023,17517.18945,17282.41992,17348.73047,104720000
20-08-2015,17345.32031,17345.32031,16990.68945,16990.68945,128530000
21-08-2015,16990.68945,16990.68945,16459.55078,16459.75,225170000
24-08-2015,16459.75,16459.75,15370.33008,15871.34961,293920000
25-08-2015,15882.26953,16312.94043,15651.24023,15666.44043,213220000
26-08-2015,15676.25977,16303.75,15676.25977,16285.50977,208420000
27-08-2015,16285.50977,16666.68945,16285.50977,16654.76953,171980000
28-08-2015,16649.41992,16669.9707,16535.17969,16643.00977,131790000
31-08-2015,16632.01953,16632.01953,16444.05078,16528.0293,141440000
01-09-2015,16528.0293,16528.0293,15979.9502,16058.34961,171390000
02-09-2015,16058.34961,16352.58008,16058.34961,16351.37988,133480000
03-09-2015,16364.33984,16550.07031,16317.30957,16374.75977,109730000
04-09-2015,16371.75977,16371.75977,16026.61035,16102.37988,127270000
08-09-2015,16109.92969,16503.41016,16109.92969,16492.67969,123870000
09-09-2015,16505.03906,16664.65039,16220.09961,16253.57031,118790000
10-09-2015,16252.57031,16441.93945,16212.08008,16330.40039,122690000
11-09-2015,16330.40039,16434.75977,16244.65039,16433.08984,104630000
14-09-2015,16450.85938,16450.85938,16330.87012,16370.95996,92660000
15-09-2015,16382.58008,16644.10938,16382.58008,16599.84961,93050000
16-09-2015,16599.50977,16755.98047,16593.90039,16739.94922,99620000
17-09-2015,16738.08008,16933.42969,16639.92969,16674.74023,129600000
18-09-2015,16674.74023,16674.74023,16343.75977,16384.58008,341690000
21-09-2015,16406.09961,16578.59961,16391.88086,16510.18945,90730000
22-09-2015,16477.44922,16477.44922,16221.73047,16330.46973,119010000
23-09-2015,16332.80957,16355.29004,16211.98047,16279.88965,86030000
24-09-2015,16257.11035,16257.11035,16016.36035,16201.32031,122220000
25-09-2015,16205.07031,16465.23047,16205.07031,16314.66992,130790000
28-09-2015,16313.25977,16313.25977,15981.84961,16001.88965,139930000
29-09-2015,16001.75977,16118.88965,15942.37012,16049.12988,121160000
30-09-2015,16057.08008,16297.59961,16057.08008,16284.7002,145740000
01-10-2015,16278.62012,16348.87012,16073.82031,16272.00977,111420000
02-10-2015,16258.25,16472.76953,16013.66016,16472.36914,136870000
05-10-2015,16502.09961,16798.36914,16502.09961,16776.42969,127660000
06-10-2015,16774.01953,16865.08984,16746.0293,16790.18945,120010000
07-10-2015,16805.41992,16963.30078,16765,16912.28906,115690000
08-10-2015,16904.16992,17081.2793,16859.33984,17050.75,100730000
09-10-2015,17054.68945,17110.88086,17027.23047,17084.49023,103730000
12-10-2015,17082.28906,17139.21094,17064.58008,17131.85938,72500000
13-10-2015,17113.55078,17172.81055,17034.44922,17081.89063,99400000
14-10-2015,17079.08008,17111.38086,16887.66992,16924.75,120110000
15-10-2015,16944.85938,17144.41992,16933.57031,17141.75,122960000
16-10-2015,17141.75,17220.01953,17107.34961,17215.9707,145880000
19-10-2015,17209.42969,17235.94922,17129.18945,17230.53906,118430000
20-10-2015,17228.4707,17264.88086,17147.99023,17217.10938,106670000
21-10-2015,17225.92969,17314.99023,17153.13086,17168.60938,107100000
22-10-2015,17180.88086,17505.17969,17180.88086,17489.16016,152420000
23-10-2015,17525.10938,17679.36914,17525.10938,17646.69922,158090000
26-10-2015,17649.57031,17660.69922,17602.50977,17623.05078,116660000
27-10-2015,17608.89063,17635.17969,17540.57031,17581.42969,113960000
28-10-2015,17586.68945,17779.94922,17556.71094,17779.51953,115630000
29-10-2015,17771.5,17786,17684.7207,17755.80078,90300000
30-10-2015,17756.59961,17799.96094,17662.86914,17663.53906,149250000
02-11-2015,17672.61914,17845.90039,17655.01953,17828.75977,100840000
03-11-2015,17819.74023,17977.84961,17796.01953,17918.15039,92290000
04-11-2015,17929.58008,17964.11914,17828.83008,17867.58008,99890000
05-11-2015,17871.25,17929.50977,17779.18945,17863.42969,98910000
06-11-2015,17855.2207,17912.03906,17768.59961,17910.33008,107450000
09-11-2015,17900.7793,17900.7793,17667.7793,17730.48047,121210000
10-11-2015,17724.13086,17768.66016,17657.7207,17758.21094,108640000
11-11-2015,17769.5,17807.17969,17696.91016,17702.2207,95230000
12-11-2015,17691.92969,17691.92969,17443.5,17448.07031,113660000
13-11-2015,17439.25,17439.25,17238.89063,17245.24023,134640000
16-11-2015,17229.93945,17483.00977,17210.42969,17483.00977,137590000
17-11-2015,17486.99023,17599.33008,17451.41016,17489.5,167190000
18-11-2015,17485.49023,17752.16016,17485.49023,17737.16016,106810000
19-11-2015,17739.83008,17772.9707,17681.98047,17732.75,114630000
20-11-2015,17732.75,17914.33984,17732.75,17823.81055,153140000
23-11-2015,17823.60938,17868.17969,17751.5293,17792.67969,134680000
24-11-2015,17770.90039,17862.59961,17683.50977,17812.18945,127170000
25-11-2015,17820.81055,17854.91992,17801.83008,17813.39063,82540000
27-11-2015,17806.03906,17830.35938,17749.32031,17813.39063,82540000
30-11-2015,17802.83984,17837.24023,17719.78906,17719.91992,155560000
01-12-2015,17719.7207,17895.5,17719.7207,17888.34961,103880000
02-12-2015,17883.14063,17901.58008,17708.19922,17729.67969,102860000
03-12-2015,17741.57031,17780.58984,17425.56055,17477.66992,126990000
04-12-2015,17482.67969,17866.4707,17482.67969,17847.63086,137650000
07-12-2015,17845.49023,17845.49023,17639.25,17730.50977,99670000
08-12-2015,17703.99023,17703.99023,17485.39063,17568,113720000
09-12-2015,17558.17969,17767.68945,17403.50977,17492.30078,122020000
10-12-2015,17493.16992,17697.74023,17474.66016,17574.75,107310000
11-12-2015,17574.75,17574.75,17230.5,17265.21094,134510000
14-12-2015,17277.10938,17378.01953,17138.4707,17368.5,142540000
15-12-2015,17374.7793,17627.63086,17341.17969,17524.91016,123430000
16-12-2015,17530.84961,17784.35938,17483.67969,17749.08984,123790000
17-12-2015,17756.53906,17796.75977,17493.5,17495.83984,115780000
18-12-2015,17495.03906,17496.58008,17124.31055,17128.55078,344560000
21-12-2015,17154.93945,17272.35938,17116.73047,17251.61914,114910000
22-12-2015,17253.55078,17451.10938,17242.85938,17417.26953,91570000
23-12-2015,17427.63086,17607.91992,17427.63086,17602.60938,92820000
24-12-2015,17593.25977,17606.33984,17543.94922,17552.16992,40350000
28-12-2015,17535.66016,17536.90039,17437.33984,17528.26953,59770000
29-12-2015,17547.36914,17750.01953,17547.36914,17720.98047,69860000
30-12-2015,17711.93945,17714.13086,17588.86914,17603.86914,59760000
31-12-2015,17590.66016,17590.66016,17421.16016,17425.0293,93690000
04-01-2016,17405.48047,17405.48047,16957.63086,17148.93945,148060000
05-01-2016,17147.5,17195.83984,17038.60938,17158.66016,105750000
06-01-2016,17154.83008,17154.83008,16817.61914,16906.50977,120250000
07-01-2016,16888.35938,16888.35938,16463.63086,16514.09961,176240000
08-01-2016,16519.16992,16651.89063,16314.57031,16346.4502,141850000
11-01-2016,16358.70996,16461.84961,16232.03027,16398.57031,127790000
12-01-2016,16419.10938,16591.34961,16322.07031,16516.2207,117480000
13-01-2016,16526.63086,16593.50977,16123.2002,16151.41016,153530000
14-01-2016,16159.00977,16482.05078,16075.12012,16379.0498,158830000
15-01-2016,16354.33008,16354.33008,15842.11035,15988.08008,239210000
19-01-2016,16009.4502,16171.95996,15900.25,16016.01953,144360000
20-01-2016,15989.4502,15989.4502,15450.55957,15766.74023,191870000
21-01-2016,15768.87012,16038.58984,15704.66016,15882.67969,145140000
22-01-2016,15921.09961,16136.79004,15921.09961,16093.50977,145850000
25-01-2016,16086.45996,16086.45996,15880.15039,15885.21973,123250000
26-01-2016,15893.16016,16185.79004,15893.16016,16167.23047,118210000
27-01-2016,16168.74023,16235.03027,15878.2998,15944.45996,138350000
28-01-2016,15960.28027,16102.13965,15863.71973,16069.63965,130120000
29-01-2016,16090.25977,16466.30078,16090.25977,16466.30078,217940000
01-02-2016,16453.63086,16510.98047,16299.46973,16449.17969,114450000
02-02-2016,16420.21094,16420.21094,16108.44043,16153.54004,126210000
03-02-2016,16186.2002,16381.69043,15960.4502,16336.66016,141870000
04-02-2016,16329.66992,16485.83984,16266.16016,16416.58008,131490000
05-02-2016,16417.94922,16423.63086,16129.80957,16204.96973,139010000
08-02-2016,16147.50977,16147.50977,15803.5498,16027.0498,165880000
09-02-2016,16005.41016,16136.62012,15881.11035,16014.37988,127740000
10-02-2016,16035.61035,16201.88965,15899.91016,15914.74023,122290000
11-02-2016,15897.82031,15897.82031,15503.00977,15660.17969,172070000
12-02-2016,15691.62012,15974.04004,15691.62012,15973.83984,132550000
16-02-2016,16012.38965,16196.41016,16012.38965,16196.41016,142030000
17-02-2016,16217.98047,16486.11914,16217.98047,16453.83008,124080000
18-02-2016,16483.75977,16511.83984,16390.42969,16413.42969,104950000
19-02-2016,16410.96094,16410.96094,16278,16391.99023,134340000
22-02-2016,16417.13086,16664.24023,16417.13086,16620.66016,102240000
23-02-2016,16610.39063,16610.39063,16403.5293,16431.7793,98170000
24-02-2016,16418.83984,16507.39063,16165.86035,16484.99023,93620000
25-02-2016,16504.38086,16697.98047,16458.41992,16697.28906,94120000
26-02-2016,16712.69922,16795.98047,16623.91016,16639.9707,98480000
29-02-2016,16634.15039,16726.11914,16510.40039,16516.5,126220000
01-03-2016,16545.66992,16865.56055,16545.66992,16865.08008,105050000
02-03-2016,16851.16992,16900.16992,16766.32031,16899.32031,104470000
03-03-2016,16896.16992,16944.31055,16820.73047,16943.90039,91110000
04-03-2016,16945,17062.38086,16898.83984,17006.76953,106910000
07-03-2016,16991.28906,17099.25,16940.48047,17073.94922,100290000
08-03-2016,17050.66992,17072.78906,16921.50977,16964.09961,108380000
09-03-2016,16969.16992,17048.5,16947.93945,17000.35938,116690000
10-03-2016,17006.05078,17130.10938,16821.85938,16995.13086,117570000
11-03-2016,17014.99023,17220.08984,17014.99023,17213.31055,123420000
14-03-2016,17207.49023,17275.07031,17161.16016,17229.13086,96350000
15-03-2016,17217.15039,17251.69922,17120.34961,17251.5293,92830000
16-03-2016,17249.33984,17379.17969,17204.07031,17325.75977,118710000
17-03-2016,17321.38086,17529.00977,17297.65039,17481.49023,117990000
18-03-2016,17481.49023,17620.58008,17481.49023,17602.30078,321230000
21-03-2016,17589.69922,17644.9707,17551.2793,17623.86914,84410000
22-03-2016,17602.71094,17648.93945,17540.41992,17582.57031,95450000
23-03-2016,17588.81055,17588.81055,17486.26953,17502.58984,84240000
24-03-2016,17485.33008,17517.14063,17399.00977,17515.73047,84100000
28-03-2016,17526.08008,17583.81055,17493.0293,17535.39063,70460000
29-03-2016,17512.58008,17642.81055,17434.26953,17633.10938,86160000
30-03-2016,17652.35938,17790.10938,17652.35938,17716.66016,79330000
31-03-2016,17716.05078,17755.69922,17669.7207,17685.08984,102600000
01-04-2016,17661.74023,17811.48047,17568.01953,17792.75,104890000
04-04-2016,17799.39063,17806.38086,17710.66992,17737,85230000
05-04-2016,17718.0293,17718.0293,17579.56055,17603.32031,115230000
06-04-2016,17605.44922,17723.55078,17542.53906,17716.05078,99410000
07-04-2016,17687.2793,17687.2793,17484.23047,17541.96094,90120000
08-04-2016,17555.39063,17694.50977,17528.16016,17576.96094,79990000
11-04-2016,17586.48047,17731.63086,17555.90039,17556.41016,107100000
12-04-2016,17571.33984,17744.42969,17553.57031,17721.25,81020000
13-04-2016,17741.66016,17918.34961,17741.66016,17908.2793,91710000
14-04-2016,17912.25,17962.14063,17885.43945,17926.42969,84510000
15-04-2016,17925.94922,17937.65039,17867.41016,17897.46094,118160000
18-04-2016,17890.19922,18009.5293,17848.2207,18004.16016,89390000
19-04-2016,18012.09961,18103.46094,17984.42969,18053.59961,89820000
20-04-2016,18059.49023,18167.63086,18031.21094,18096.26953,100210000
21-04-2016,18092.83984,18107.28906,17963.89063,17982.51953,102720000
22-04-2016,17985.05078,18026.84961,17909.89063,18003.75,134120000
25-04-2016,17990.93945,17990.93945,17855.55078,17977.24023,83770000
26-04-2016,17987.38086,18043.76953,17934.16992,17990.32031,92570000
27-04-2016,17996.14063,18084.66016,17920.25977,18041.55078,109090000
28-04-2016,18023.88086,18035.73047,17796.55078,17830.75977,100920000
29-04-2016,17813.08984,17814.83008,17651.98047,17773.64063,136670000
02-05-2016,17783.7793,17912.34961,17773.71094,17891.16016,80100000
03-05-2016,17870.75,17870.75,17670.88086,17750.91016,97060000
04-05-2016,17735.01953,17738.06055,17609.00977,17651.25977,95020000
05-05-2016,17664.48047,17736.10938,17615.82031,17660.71094,81530000
06-05-2016,17650.30078,17744.53906,17580.38086,17740.63086,80020000
09-05-2016,17743.84961,17783.16016,17668.38086,17705.91016,85590000
10-05-2016,17726.66016,17934.60938,17726.66016,17928.34961,75790000
11-05-2016,17919.0293,17919.0293,17711.05078,17711.11914,87390000
12-05-2016,17711.11914,17798.18945,17625.38086,17720.5,88560000
13-05-2016,17711.11914,17734.74023,17512.48047,17535.32031,86640000
16-05-2016,17531.75977,17755.80078,17531.75977,17710.71094,88440000
17-05-2016,17701.46094,17701.46094,17469.91992,17529.98047,103260000
18-05-2016,17501.2793,17636.2207,17418.21094,17526.61914,79120000
19-05-2016,17514.16016,17514.16016,17331.07031,17435.40039,95530000
20-05-2016,17437.32031,17571.75,17437.32031,17500.93945,111990000
23-05-2016,17507.03906,17550.69922,17480.05078,17492.92969,87790000
24-05-2016,17525.18945,17742.58984,17525.18945,17706.05078,86480000
25-05-2016,17735.08984,17891.71094,17735.08984,17851.50977,79180000
26-05-2016,17859.51953,17888.66016,17803.82031,17828.28906,68940000
27-05-2016,17826.84961,17873.2207,17824.73047,17873.2207,73190000
31-05-2016,17891.5,17899.24023,17724.0293,17787.19922,147390000
01-06-2016,17754.55078,17809.17969,17664.78906,17789.66992,78530000
02-06-2016,17789.05078,17838.56055,17703.55078,17838.56055,75560000
03-06-2016,17799.80078,17833.16992,17689.67969,17807.06055,82270000
06-06-2016,17825.68945,17949.67969,17822.81055,17920.33008,71870000
07-06-2016,17936.2207,18003.23047,17936.2207,17938.2793,78750000
08-06-2016,17931.91016,18016,17931.91016,18005.05078,71260000
09-06-2016,17969.98047,18005.2207,17915.88086,17985.18945,69690000
10-06-2016,17938.82031,17938.82031,17812.33984,17865.33984,90540000
13-06-2016,17830.5,17893.2793,17731.34961,17732.48047,101690000
14-06-2016,17710.76953,17733.91992,17595.78906,17674.82031,93740000
15-06-2016,17703.65039,17762.96094,17629.00977,17640.16992,94130000
16-06-2016,17602.23047,17754.91016,17471.28906,17733.09961,91950000
17-06-2016,17733.43945,17733.43945,17602.7793,17675.16016,248680000
20-06-2016,17736.86914,17946.35938,17736.86914,17804.86914,99380000
21-06-2016,17827.33008,17877.83984,17799.80078,17829.73047,85130000
22-06-2016,17832.66992,17920.16016,17770.35938,17780.83008,89440000
23-06-2016,17844.10938,18011.07031,17844.10938,18011.07031,98070000
24-06-2016,17946.63086,17946.63086,17356.33984,17400.75,239000000
27-06-2016,17355.21094,17355.21094,17063.08008,17140.24023,138740000
28-06-2016,17190.50977,17409.7207,17190.50977,17409.7207,112190000
29-06-2016,17456.01953,17704.50977,17456.01953,17694.67969,106380000
30-06-2016,17712.75977,17930.60938,17711.80078,17929.99023,133030000
01-07-2016,17924.24023,18002.38086,17916.91016,17949.36914,82160000
05-07-2016,17904.44922,17904.44922,17785.2793,17840.61914,103650000
06-07-2016,17807.4707,17926.91016,17713.44922,17918.61914,93000000
07-07-2016,17924.24023,17984.94922,17816.65039,17895.88086,81570000
08-07-2016,17971.2207,18166.76953,17971.2207,18146.74023,93460000
11-07-2016,18161.5293,18283.90039,18161.5293,18226.92969,80880000
12-07-2016,18259.11914,18371.94922,18259.11914,18347.66992,90170000
13-07-2016,18356.7793,18390.16016,18315.75977,18372.11914,80920000
14-07-2016,18414.30078,18537.57031,18414.30078,18506.41016,87050000
15-07-2016,18508.88086,18557.42969,18471.61914,18516.55078,123690000
18-07-2016,18521.55078,18556.13086,18489.83984,18533.05078,75540000
19-07-2016,18503.11914,18562.5293,18495.10938,18559.00977,85840000
20-07-2016,18582.69922,18622.00977,18555.65039,18595.0293,93230000
21-07-2016,18589.96094,18590.43945,18469.66992,18517.23047,86800000
22-07-2016,18524.15039,18571.30078,18491.58984,18570.84961,87710000
25-07-2016,18554.49023,18555.68945,18452.61914,18493.06055,76810000
26-07-2016,18497.36914,18522.4707,18387.2207,18473.75,85370000
27-07-2016,18473.26953,18542.39063,18430.93945,18472.16992,111370000
28-07-2016,18461.00977,18483.25977,18368.82031,18456.34961,85750000
